mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	42	2.0	1/2	1/2	4/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
12	12			0	0	4/4	1	1	1	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
13	12	44	8.0	0	0	4/4	1	1	2	V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
13	12	45	0.0	1/4	1/4	4/4	1	1	2	{	g	i									{		1	1				
15	14	52	4.0	0	0	4/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
16	15	56	2.0	0	0	4/4	1	1		IV	g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
16	15	58	2.0	1/2	1/2	4/4	1	1		III.V6	g	III		V6	V		6					M	1	0	5, 2, 1		1	5
17	16	60	2.0	0	0	4/4	1	1		ii(4)	g	III		ii(4)	ii			4				m	1	0	2, 1, 3		2	2
17	16	62	2.0	1/2	1/2	4/4	1	1		ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
18	17	64	2.0	0	0	4/4	1	1		V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
18	17	66	2.0	1/2	1/2	4/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
19	18	68	2.0	0	0	4/4	1	1		IVM7	g	III		IVM7	IV	M	7					MM7	1	0	-1, 3, 0, 4		-1	-1
19	18	70	2.0	1/2	1/2	4/4	1	1		V65/V	g	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
20	19	72	2.0	0	0	4/4	1	1		V|HC.CON}	g	III		V	V					HC.CON	}	M	1	0	1, 5, 2		1	1
20	19	74	1.0	1/2	1/2	4/4	1	1		I6{	g	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
20	19	75	1.0	3/4	3/4	4/4	1	1		I	g	III		I	I							M	1	0	0, 4, 1		0	0
21	20	76	2.0	0	0	4/4	1	1		ii65	g	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
21	20	78	1.0	1/2	1/2	4/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
21	20	79	1.0	3/4	3/4	4/4	1	1		V7	g	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	21	80	4.0	0	0	4/4	1	1		I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
22	21	83	0.0	3/4	3/4	4/4	1	1		{	g	III									{		1	0				
23	22	84	4.0	0	0	4/4	1	1		V	g	III		V	V							M	1	0	1, 5, 2		1	1
24	23	88	4.0	0	0	4/4	1	1		ii	g	III		ii	ii							m	1	0	2, -1, 3		2	2
25	24	92	4.0	0	0	4/4	1	1		vi	g	III		vi	vi							m	1	0	3, 0, 4		3	3
26	25	96	2.0	0	0	4/4	1	1		iii	g	III		iii	iii							m	1	0	4, 1, 5		4	4
26	25	98	2.0	1/2	1/2	4/4	1	1		i.V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
27	26	100	2.0	0	0	4/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
27	26	102	1.0	1/2	1/2	4/4	1	1		V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
27	26	103	1.0	3/4	3/4	4/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
28	27	104	1.0	0	0	4/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
28	27	105	1.0	1/4	1/4	4/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
28	27	106	1.0	1/2	1/2	4/4	1	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
28	27	107	1.0	3/4	3/4	4/4	1	1		V65/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
29	28	108	2.0	0	0	4/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
29	28	110	2.0	1/2	1/2	4/4	1	1		iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
30	29	112	2.0	0	0	4/4	1	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
30	29	114	1.0	1/2	1/2	4/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
30	29	115	1.0	3/4	3/4	4/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	30	116	1.0	0	0	4/4	1	1		VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
31	30	117	1.0	1/4	1/4	4/4	1	1		ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
31	30	118	1.0	1/2	1/2	4/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
31	30	119	1.0	3/4	3/4	4/4	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	31			0	0	4/4	1	1	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
32	31		0.0	1/4	1/4	4/4	1	1	1	{	g	i									{		1	1				
32	31			1/2	1/2	4/4	1	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
33	31	120	4.0	0	0	4/4	1	1	2	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
